"Story","Title","Result","Date","Stability","Duration (s)"
"Validación Tarifas DX Hotels","Validar tarifa cobrada a los clientes","SUCCESS","2019-12-14T18:05:52.2-05:00[America/Bogota]","0.0","214.75"
